0:	2.713099085980E-06
1:	4.797157533515E-06
2:	6.663839474689E-06
3:	8.741853938218E-06
4:	1.101584537915E-05
5:	1.298571470888E-05
6:	1.484711659289E-05
7:	1.652235609596E-05
8:	1.800209498974E-05
9:	1.964373252887E-05
10:	2.109834898794E-05
11:	2.272563664570E-05
12:	2.451463838554E-05
13:	2.577036604924E-05
14:	2.673366595968E-05
15:	2.792437324084E-05
16:	2.927348967914E-05
17:	3.079753157676E-05
18:	3.221869029486E-05
19:	3.339001196818E-05
20:	3.441104521611E-05
21:	3.559210429132E-05
22:	3.713801651121E-05
23:	3.889983890546E-05
24:	4.043651618762E-05
25:	4.165417914540E-05
26:	4.267217040342E-05
27:	4.380560676147E-05
28:	4.521361429823E-05
29:	4.672417603431E-05
30:	4.812216616379E-05
31:	4.929329951421E-05
32:	5.034953628505E-05
33:	5.147790038316E-05
34:	5.275868358438E-05
35:	5.411004750610E-05
36:	5.538472476586E-05
37:	5.650595430355E-05
38:	5.753702551667E-05
39:	5.861209431152E-05
40:	5.979174418012E-05
41:	6.102360445784E-05
42:	6.220012886741E-05
43:	6.326237145241E-05
44:	6.429707804944E-05
45:	6.543156487887E-05
46:	6.661671659904E-05
47:	6.783047429548E-05
48:	6.901888189474E-05
49:	7.014827572238E-05
50:	7.124508975846E-05
51:	7.235509340079E-05
52:	7.350436895595E-05
53:	7.467566259012E-05
54:	7.582249490191E-05
55:	7.692641629105E-05
56:	7.800444758682E-05
57:	7.908960192211E-05
58:	8.020134736709E-05
59:	8.132489512482E-05
60:	8.243278885227E-05
61:	8.351014277979E-05
62:	8.456671540836E-05
63:	8.562771299563E-05
64:	8.670561287371E-05
65:	8.779125607497E-05
66:	8.886505775724E-05
67:	8.991658863303E-05
68:	9.095418517640E-05
69:	9.199390971813E-05
70:	9.304413411519E-05
71:	9.410158687324E-05
72:	9.517980182065E-05
73:	9.624181917099E-05
74:	9.729518396786E-05
75:	9.835109082216E-05
76:	9.941674847523E-05
77:	1.004869883681E-04
78:	1.015512196013E-04
79:	1.026037837239E-04
80:	1.036489458485E-04
81:	1.046956311592E-04
82:	1.057482124934E-04
83:	1.068034779797E-04
84:	1.078541889297E-04
85:	1.088963817581E-04
86:	1.099329085328E-04
87:	1.109696009192E-04
88:	1.120100384709E-04
89:	1.130520782282E-04
90:	1.140902696833E-04
91:	1.151219748058E-04
92:	1.161493594703E-04
93:	1.171765559449E-04
94:	1.182056564041E-04
95:	1.192351458861E-04
96:	1.202618372845E-04
97:	1.212837058780E-04
98:	1.223021223817E-04
99:	1.233200397612E-04
100:	1.243443018306E-04
101:	1.253743355079E-04
102:	1.264024827434E-04
103:	1.274275281016E-04
104:	1.284504477025E-04
105:	1.294731267932E-04
106:	1.304965890183E-04
107:	1.315202988095E-04
108:	1.325428989582E-04
109:	1.335635427445E-04
110:	1.345827442830E-04
111:	1.356018831982E-04
112:	1.366217298261E-04
113:	1.376418364967E-04
114:	1.386610370931E-04
115:	1.396786853187E-04
116:	1.406953627383E-04
117:	1.417119390479E-04
118:	1.427288762194E-04
119:	1.437459670082E-04
120:	1.447624469527E-04
121:	1.457779371816E-04
122:	1.467926162459E-04
123:	1.478070987380E-04
124:	1.488220363181E-04
125:	1.498370378621E-04
126:	1.508515415233E-04
127:	1.518652640657E-04
128:	1.528783932009E-04
129:	1.538914248409E-04
130:	1.549084292556E-04
131:	1.559256584451E-04
132:	1.569427474547E-04
133:	1.579594151349E-04
134:	1.589757822894E-04
135:	1.599921665968E-04
136:	1.610087759704E-04
137:	1.620255339770E-04
138:	1.630421159404E-04
139:	1.640583735949E-04
140:	1.650744569628E-04
141:	1.660905668526E-04
142:	1.671067878117E-04
143:	1.681230685159E-04
144:	1.691392750453E-04
145:	1.701552769587E-04
146:	1.711711054149E-04
147:	1.721869325024E-04
148:	1.732028917663E-04
149:	1.742189167197E-04
150:	1.752348689887E-04
151:	1.762507389662E-04
152:	1.772665566422E-04
153:	1.782824510915E-04
154:	1.792984494522E-04
155:	1.803145758400E-04
156:	1.813307662895E-04
157:	1.823470119924E-04
158:	1.833633595162E-04
159:	1.843799162977E-04
160:	1.853980433232E-04
161:	1.864168096130E-04
162:	1.874359205206E-04
163:	1.884552795518E-04
164:	1.894749535088E-04
165:	1.904949853584E-04
166:	1.915153790675E-04
167:	1.925361910945E-04
168:	1.935573436905E-04
169:	1.945788922130E-04
170:	1.956007847754E-04
171:	1.966231091571E-04
172:	1.976458885833E-04
173:	1.986691032775E-04
174:	1.996927585263E-04
175:	2.007167817158E-04
176:	2.017412718638E-04
177:	2.027661859314E-04
178:	2.037915917254E-04
179:	2.048174614674E-04
180:	2.058437694354E-04
181:	2.068705430356E-04
182:	2.078977289755E-04
183:	2.089253895728E-04
184:	2.099535223185E-04
185:	2.109821199159E-04
186:	2.120111803144E-04
187:	2.130406774820E-04
188:	2.140706241620E-04
189:	2.151010596657E-04
190:	2.161319919528E-04
191:	2.171639243108E-04
192:	2.181963287417E-04
193:	2.192292125063E-04
194:	2.202625968274E-04
195:	2.212964401638E-04
196:	2.223308008482E-04
197:	2.233656443562E-04
198:	2.244009834907E-04
199:	2.254367771350E-04
200:	2.264730879124E-04
201:	2.275098644971E-04
202:	2.285471485156E-04
203:	2.295849146992E-04
204:	2.306231794408E-04
205:	2.316619365676E-04
206:	2.327011937879E-04
207:	2.337409529234E-04
208:	2.347812266862E-04
209:	2.358220287276E-04
210:	2.368633433350E-04
211:	2.379051900124E-04
212:	2.389475604829E-04
213:	2.399904866350E-04
214:	2.410339425354E-04
215:	2.420779680600E-04
216:	2.431225528225E-04
217:	2.441677719252E-04
218:	2.452136413181E-04
219:	2.462602262073E-04
220:	2.473074877347E-04
221:	2.483554217931E-04
222:	2.494042009379E-04
223:	2.504536330909E-04
224:	2.515037164958E-04
225:	2.525544551322E-04
226:	2.536058681300E-04
227:	2.546579498337E-04
228:	2.557107362538E-04
229:	2.567642051823E-04
230:	2.578183886554E-04
231:	2.588732621519E-04
232:	2.599288494628E-04
233:	2.609851408478E-04
234:	2.620421368180E-04
235:	2.630998518196E-04
236:	2.641582693043E-04
237:	2.652174175057E-04
238:	2.662772681904E-04
239:	2.673378481468E-04
240:	2.683991390204E-04
241:	2.694611501346E-04
242:	2.705238818573E-04
243:	2.715873231213E-04
244:	2.726514943900E-04
245:	2.737163746387E-04
246:	2.747819763980E-04
247:	2.758482940644E-04
248:	2.769153211845E-04
249:	2.779830731369E-04
250:	2.790515288787E-04
251:	2.801207010678E-04
252:	2.811905868575E-04
253:	2.822612165548E-04
254:	2.833326056379E-04
255:	2.844046953627E-04
256:	2.854775044827E-04
257:	2.865510134680E-04
258:	2.876252427411E-04
259:	2.887001587185E-04
260:	2.897758011322E-04
261:	2.908521288405E-04
262:	2.919291761562E-04
263:	2.930069079963E-04
264:	2.940853632534E-04
265:	2.951644986007E-04
266:	2.962443568504E-04
267:	2.973248958888E-04
268:	2.984061567358E-04
269:	2.994881059610E-04
270:	3.005707729750E-04
271:	3.016541334332E-04
272:	3.027382118857E-04
273:	3.038229891131E-04
274:	3.049084774071E-04
275:	3.059946713854E-04
276:	3.070815709147E-04
277:	3.081691788991E-04
278:	3.092574885775E-04
279:	3.103465161704E-04
280:	3.114362496410E-04
281:	3.125267171658E-04
282:	3.136179136479E-04
283:	3.147098985370E-04
284:	3.158026932417E-04
285:	3.168963736534E-04
286:	3.179908806914E-04
287:	3.190862033082E-04
288:	3.201823068459E-04
289:	3.212792090782E-04
290:	3.223769118873E-04
291:	3.234754443242E-04
292:	3.245747680950E-04
293:	3.256748965817E-04
294:	3.267758320231E-04
295:	3.278775933241E-04
296:	3.289801927172E-04
297:	3.300836535056E-04
298:	3.311880222421E-04
299:	3.322933690027E-04
300:	3.333996798159E-04
301:	3.345068411047E-04
302:	3.356148276565E-04
303:	3.367236236052E-04
304:	3.378332272640E-04
305:	3.389436301054E-04
306:	3.400548258813E-04
307:	3.411668098907E-04
308:	3.422795722859E-04
309:	3.433931104402E-04
310:	3.445074137104E-04
311:	3.456224777292E-04
312:	3.467382961236E-04
313:	3.478548592033E-04
314:	3.489721665373E-04
315:	3.500902038348E-04
316:	3.512089743776E-04
317:	3.523284733567E-04
318:	3.534486952597E-04
319:	3.545696263419E-04
320:	3.556912616180E-04
321:	3.568135904946E-04
322:	3.579366099392E-04
323:	3.590603066298E-04
324:	3.601846883234E-04
325:	3.613097378926E-04
326:	3.624354602093E-04
327:	3.635618412441E-04
328:	3.646888801804E-04
329:	3.658165663137E-04
330:	3.669448995742E-04
331:	3.680738717058E-04
332:	3.692034820338E-04
333:	3.703337221860E-04
334:	3.714645900284E-04
335:	3.725960767676E-04
336:	3.737281788812E-04
337:	3.748608892791E-04
338:	3.759942018575E-04
339:	3.771281123056E-04
340:	3.782626118222E-04
341:	3.793976978344E-04
342:	3.805333598879E-04
343:	3.816695959130E-04
344:	3.828063944467E-04
345:	3.839437548728E-04
346:	3.850816633330E-04
347:	3.862201215434E-04
348:	3.873591146911E-04
349:	3.884986475227E-04
350:	3.896387055162E-04
351:	3.907792898334E-04
352:	3.919203857075E-04
353:	3.930619975085E-04
354:	3.942041129788E-04
355:	3.953467385083E-04
356:	3.964898673799E-04
357:	3.976335130750E-04
358:	3.987776819877E-04
359:	3.999223849110E-04
360:	4.010676025034E-04
361:	4.022133159608E-04
362:	4.033595093933E-04
363:	4.045061725542E-04
364:	4.056533011547E-04
365:	4.068008862901E-04
366:	4.079489299388E-04
367:	4.090974221902E-04
368:	4.102463695894E-04
369:	4.113957596620E-04
370:	4.125455998849E-04
371:	4.136958734843E-04
372:	4.148465868913E-04
373:	4.159977218080E-04
374:	4.171492844314E-04
375:	4.183012585175E-04
376:	4.194536492304E-04
377:	4.206064436644E-04
378:	4.217596439502E-04
379:	4.229132404897E-04
380:	4.240672316159E-04
381:	4.252216106307E-04
382:	4.263763747831E-04
383:	4.275315168989E-04
384:	4.286870323917E-04
385:	4.298429150930E-04
386:	4.309991618761E-04
387:	4.321557647735E-04
388:	4.333127220750E-04
389:	4.344700251271E-04
390:	4.356276714425E-04
391:	4.367856543800E-04
392:	4.379439683804E-04
393:	4.391026102103E-04
394:	4.402615713808E-04
395:	4.414208502945E-04
396:	4.425804381475E-04
397:	4.437403328210E-04
398:	4.449005258722E-04
399:	4.460610156439E-04
400:	4.472217924521E-04
401:	4.483828558529E-04
402:	4.495441959480E-04
403:	4.507058114059E-04
404:	4.518676935773E-04
405:	4.530298404257E-04
406:	4.541922436924E-04
407:	4.553549007931E-04
408:	4.565178043303E-04
409:	4.576809511328E-04
410:	4.588443342397E-04
411:	4.600079500013E-04
412:	4.611717920941E-04
413:	4.623358561292E-04
414:	4.635001370531E-04
415:	4.646646293385E-04
416:	4.658293283454E-04
417:	4.669942273660E-04
418:	4.681593230122E-04
419:	4.693246079217E-04
420:	4.704900790451E-04
421:	4.716557290061E-04
422:	4.728215547712E-04
423:	4.739875490020E-04
424:	4.751537090525E-04
425:	4.763200273261E-04
426:	4.774865016642E-04
427:	4.786531246599E-04
428:	4.798198939433E-04
429:	4.809868030351E-04
430:	4.821538492423E-04
431:	4.833210266060E-04
432:	4.844883328014E-04
433:	4.856557626929E-04
434:	4.868233139858E-04
435:	4.879909836864E-04
436:	4.891587716974E-04
437:	4.903266791985E-04
438:	4.914947098688E-04
439:	4.926628673022E-04
440:	4.938311537356E-04
441:	4.949995721952E-04
442:	4.961681123546E-04
443:	4.973367599992E-04
444:	4.985055040597E-04
445:	4.996743398888E-04
446:	5.008432620390E-04
447:	5.020122706758E-04
448:	5.031813689649E-04
449:	5.043505781794E-04
450:	5.055199088666E-04
451:	5.066893356786E-04
452:	5.078588326872E-04
453:	5.090285735093E-04
454:	5.101984024824E-04
455:	5.113684251340E-04
456:	5.125385470090E-04
457:	5.137087027702E-04
458:	5.148788868661E-04
459:	5.160490896421E-04
460:	5.172193081364E-04
461:	5.183895306576E-04
462:	5.195597544518E-04
463:	5.207299674202E-04
464:	5.219001667964E-04
465:	5.230703421153E-04
466:	5.242404900063E-04
467:	5.254106028513E-04
468:	5.265806765598E-04
469:	5.277507068413E-04
470:	5.289206910036E-04
471:	5.300906313917E-04
472:	5.312605438507E-04
473:	5.324306027668E-04
474:	5.336009688054E-04
475:	5.347714767334E-04
476:	5.359420681270E-04
477:	5.371127121327E-04
478:	5.382833823776E-04
479:	5.394540627168E-04
480:	5.406247347770E-04
481:	5.417953865865E-04
482:	5.429660037027E-04
483:	5.441365761051E-04
484:	5.453070914475E-04
485:	5.464775404904E-04
486:	5.476479128880E-04
487:	5.488181991690E-04
488:	5.499883905786E-04
489:	5.511584775029E-04
490:	5.523284524083E-04
491:	5.534983053785E-04
492:	5.546680297352E-04
493:	5.558376155119E-04
494:	5.570070565287E-04
495:	5.581763428873E-04
496:	5.593454686077E-04
497:	5.605144239584E-04
498:	5.616832030209E-04
499:	5.628517962710E-04
500:	5.640201977824E-04
501:	5.651883982725E-04
502:	5.663563917084E-04
503:	5.675241691610E-04
504:	5.686917243305E-04
505:	5.698590488080E-04
506:	5.710261358900E-04
507:	5.721929777455E-04
508:	5.733595673377E-04
509:	5.745258971996E-04
510:	5.756919602957E-04
511:	5.768577491116E-04
512:	5.780232569895E-04
513:	5.791884761022E-04
514:	5.803534002490E-04
515:	5.815180212636E-04
516:	5.826823333604E-04
517:	5.838463280119E-04
518:	5.850100000855E-04
519:	5.861733404139E-04
520:	5.873363449176E-04
521:	5.884990041071E-04
522:	5.896613150726E-04
523:	5.908232692388E-04
524:	5.919848660603E-04
525:	5.931460988551E-04
526:	5.943069685565E-04
527:	5.954674669070E-04
528:	5.966275912939E-04
529:	5.977873314551E-04
530:	5.989466849264E-04
531:	6.001056463067E-04
532:	6.012642100794E-04
533:	6.024223581368E-04
534:	6.035800791221E-04
535:	6.047373627124E-04
536:	6.058942016958E-04
537:	6.070505896140E-04
538:	6.082065201043E-04
539:	6.093619887458E-04
540:	6.105169887226E-04
541:	6.116715149885E-04
542:	6.128255582785E-04
543:	6.139791114701E-04
544:	6.151321644007E-04
545:	6.162847095679E-04
546:	6.174367379611E-04
547:	6.185882421815E-04
548:	6.197392144849E-04
549:	6.208896471772E-04
550:	6.220395329989E-04
551:	6.231888635814E-04
552:	6.243376313381E-04
553:	6.254858273195E-04
554:	6.266334434854E-04
555:	6.277804705950E-04
556:	6.289269005354E-04
557:	6.300727236221E-04
558:	6.312179319717E-04
